OBJECTID,observation_id,taxon_id,taxon_category_name,observer_id,observed_on,observed_on_month,observed_on_year,modified_on,quality_grade,latitude,longitude,uncertainty_m,taxon_genus_name,taxon_species_name,taxon_infraspecific_name,scientific_name,common_name,reference_url,SHAPE,long,lat,center_x,center_y,taxon_class_name_x,taxon_class_name_y
114716385,288490570,4415,Aves,rmooi,2025-06-09T13:35:00-07:00,6,2025,2025-06-16T12:21:08+00:00,research,37.996060087,-122.9768347549,4,Cepphus,columba,,Cepphus columba,Pigeon Guillemot,https://www.inaturalist.org/observations/288490570,"{'x': -122.97683475499997, 'y': 37.996060087000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97683475499997,37.996060087000046,-122.90530061399994,38.027592301000055,Aves,Aves
119157889,118647258,60954,Plantae,alex_wentworth,2022-05-24T12:17:25-07:00,5,2022,2022-05-30T05:37:01+00:00,research,37.9936589355,-122.9756180942,,Cirsium,quercetorum,,Cirsium quercetorum,Alameda thistle,https://www.inaturalist.org/observations/118647258,"{'x': -122.97561809399997, 'y': 37.99365893500004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97561809399997,37.99365893500004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
120868595,202313677,49918,Plantae,pillansii_tours,2024-03-13T12:12:47-07:00,3,2024,2024-04-14T18:24:12+00:00,research,37.9937583333,-122.9756916667,4,Sisyrinchium,bellum,,Sisyrinchium bellum,western blue-eyed grass,https://www.inaturalist.org/observations/202313677,"{'x': -122.97569166699998, 'y': 37.99375833300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97569166699998,37.99375833300007,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
120305919,119184175,47597,Plantae,sasquatchsundew,2022-05-28T15:41:29-07:00,5,2022,2023-03-17T03:25:47+00:00,research,37.9939916667,-122.9761883333,8,Chlorogalum,pomeridianum,,Chlorogalum pomeridianum,wavy-leafed soap plant,https://www.inaturalist.org/observations/119184175,"{'x': -122.97618833299998, 'y': 37.993991667000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97618833299998,37.993991667000046,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
117342817,118128492,50841,Plantae,graysquirrel,2022-05-19T17:00:00-07:00,5,2022,2022-05-23T01:18:52+00:00,research,38.0783583333,-122.9577533333,,Hosackia,gracilis,,Hosackia gracilis,witch's-teeth,https://www.inaturalist.org/observations/118128492,"{'x': -122.95775333299997, 'y': 38.07835833300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95775333299997,38.07835833300004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
117245749,246202329,8010,Aves,graysquirrel,2024-10-01T16:46:00-07:00,10,2024,2026-05-19T22:56:35+00:00,research,37.9958183333,-122.97727,,Corvus,corax,,Corvus corax,Common Raven,https://www.inaturalist.org/observations/246202329,"{'x': -122.97726999999998, 'y': 37.995818333000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97726999999998,37.995818333000045,-122.90530061399994,38.027592301000055,Aves,Aves
117326738,246217518,117674,Other,graysquirrel,2024-10-01T16:39:00-07:00,10,2024,2025-03-02T07:42:27+00:00,research,37.9956478132,-122.9772112989,15,Ligia,occidentalis,,Ligia occidentalis,Western Sea Roach,https://www.inaturalist.org/observations/246217518,"{'x': -122.97721129899998, 'y': 37.99564781300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97721129899998,37.99564781300006,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
117107238,246217519,48786,Other,graysquirrel,2024-10-01T16:40:00-07:00,10,2024,2025-03-02T07:42:24+00:00,research,37.9956478132,-122.9772112989,15,Pollicipes,polymerus,,Pollicipes polymerus,Goose Barnacle,https://www.inaturalist.org/observations/246217519,"{'x': -122.97721129899998, 'y': 37.99564781300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97721129899998,37.99564781300006,-122.90530061399994,38.027592301000055,Hexanauplia,Hexanauplia
117503872,331993006,53208,Plantae,hannahtidae,2025-12-24T13:30:10-08:00,12,2025,2026-01-02T22:36:04+00:00,research,37.994975,-122.9768966667,34,Delairea,odorata,,Delairea odorata,Cape-ivy,https://www.inaturalist.org/observations/331993006,"{'x': -122.97689666699995, 'y': 37.99497500000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97689666699995,37.99497500000007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
115805419,246202321,9176,Aves,graysquirrel,2024-10-01T16:31:00-07:00,10,2024,2025-03-02T17:42:14+00:00,research,37.995755,-122.9773966667,,Zonotrichia,leucophrys,,Zonotrichia leucophrys,White-crowned Sparrow,https://www.inaturalist.org/observations/246202321,"{'x': -122.977396667, 'y': 37.99575500000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.977396667,37.99575500000003,-122.90530061399994,38.027592301000055,Aves,Aves
117009651,37418113,68652,Mollusca,ocean_beach_goth,2020-01-08T15:24:57-08:00,1,2020,2020-01-09T05:35:45+00:00,research,38.01331667,-122.850905,24,Pododesmus,macrochisma,,Pododesmus macrochisma,Green Falsejingle,https://www.inaturalist.org/observations/37418113,"{'x': -122.85090499999995, 'y': 38.01331667000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85090499999995,38.01331667000005,-122.90530061399994,38.027592301000055,Bivalvia,Bivalvia
112363519,244337683,145245,Aves,deantroi,2024-09-26T11:28:37-07:00,9,2024,2024-09-27T17:40:17+00:00,research,37.9958439191,-122.9775329176,112,Setophaga,coronata,,Setophaga coronata,Yellow-rumped Warbler,https://www.inaturalist.org/observations/244337683,"{'x': -122.97753291799995, 'y': 37.99584391900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97753291799995,37.99584391900004,-122.90530061399994,38.027592301000055,Aves,Aves
115913215,118130284,79638,Plantae,graysquirrel,2022-05-19T17:42:00-07:00,5,2022,2022-05-22T05:57:00+00:00,research,38.0910466667,-122.9311683333,,Baccharis,pilularis,consanguinea,Baccharis pilularis consanguinea,Chaparral Coyote Brush,https://www.inaturalist.org/observations/118130284,"{'x': -122.93116833299996, 'y': 38.09104666700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93116833299996,38.09104666700006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
115109511,118130297,53324,Plantae,graysquirrel,2022-05-19T17:50:00-07:00,5,2022,2022-10-31T17:08:37+00:00,research,38.0910433333,-122.9315183333,,Vicia,sativa,,Vicia sativa,Common Vetch,https://www.inaturalist.org/observations/118130297,"{'x': -122.93151833299999, 'y': 38.09104333300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93151833299999,38.09104333300007,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
118161625,160820742,60550,Plantae,graysquirrel,2023-03-30T11:35:00-07:00,3,2023,2023-09-07T22:23:27+00:00,research,38.0787,-122.9582616667,,Sisyrinchium,californicum,,Sisyrinchium californicum,Golden-eyed Grass,https://www.inaturalist.org/observations/160820742,"{'x': -122.95826166699999, 'y': 38.078700000000026, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95826166699999,38.078700000000026,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
120776626,119818220,52681,Plantae,jacobgorneau,2022-06-01T16:08:46-07:00,6,2022,2022-10-13T14:45:51+00:00,research,38.0799861667,-122.9566116667,32,Pteridium,aquilinum,,Pteridium aquilinum,common bracken,https://www.inaturalist.org/observations/119818220,"{'x': -122.95661166699995, 'y': 38.07998616700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95661166699995,38.07998616700007,-122.90530061399994,38.027592301000055,Polypodiopsida,Polypodiopsida
115626110,118130275,58168,Plantae,graysquirrel,2022-05-19T17:39:00-07:00,5,2022,2022-05-22T05:57:15+00:00,research,38.0914683333,-122.9304066667,,Frankenia,salina,,Frankenia salina,alkali seaheath,https://www.inaturalist.org/observations/118130275,"{'x': -122.93040666699994, 'y': 38.09146833300008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.93040666699994,38.09146833300008,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
114288010,245007048,42051,Mammalia,rajanrao,2024-09-28T11:34:00-07:00,9,2024,2026-02-25T03:19:04+00:00,research,37.9952410495,-122.9776395141,8,Canis,latrans,,Canis latrans,Coyote,https://www.inaturalist.org/observations/245007048,"{'x': -122.97763951399997, 'y': 37.99524104900007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97763951399997,37.99524104900007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
119585898,37615937,9919,Aves,connorcochrane,2019-06-16T00:00:00+00:00,6,2019,2020-01-15T20:47:40+00:00,research,37.9947967844,-122.9774201855,8,Piranga,ludoviciana,,Piranga ludoviciana,Western Tanager,https://www.inaturalist.org/observations/37615937,"{'x': -122.97742018599996, 'y': 37.99479678400007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97742018599996,37.99479678400007,-122.90530061399994,38.027592301000055,Aves,Aves
120292197,332827955,51659,Other,johnkenny54,2025-12-30T14:27:09-08:00,12,2025,2025-12-31T07:08:59+00:00,research,38.012836,-122.850543,,Anthopleura,xanthogrammica,,Anthopleura xanthogrammica,Giant Green Anemone,https://www.inaturalist.org/observations/332827955,"{'x': -122.85054299999996, 'y': 38.01283600000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85054299999996,38.01283600000005,-122.90530061399994,38.027592301000055,Anthozoa,Anthozoa
117376205,37417623,122704,Mollusca,ocean_beach_goth,2020-01-08T15:50:30-08:00,1,2020,2026-03-19T18:31:35+00:00,research,38.01280555,-122.8505166667,,Nucella,ostrina,,Nucella ostrina,Striped Dogwinkle,https://www.inaturalist.org/observations/37417623,"{'x': -122.85051666699997, 'y': 38.01280555000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.85051666699997,38.01280555000005,-122.90530061399994,38.027592301000055,Gastropoda,Gastropoda
117326101,117821703,60983,Plantae,paulgbarnett,2022-04-14T11:30:00-07:00,4,2022,2022-05-20T13:32:25+00:00,research,37.9951914373,-122.9779634934,188,Arabis,blepharophylla,,Arabis blepharophylla,Coast Rockcress,https://www.inaturalist.org/observations/117821703,"{'x': -122.97796349299995, 'y': 37.995191437000074, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97796349299995,37.995191437000074,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
118610639,37603207,41728,Mammalia,ngspano,2017-02-11T12:47:32+00:00,2,2017,2020-01-21T01:31:37+00:00,research,37.9963782789,-122.9786161333,585,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/37603207,"{'x': -122.97861613299995, 'y': 37.996378279000055, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97861613299995,37.996378279000055,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
121303184,247999767,55767,Plantae,jimbrighton,2024-08-21T11:02:00-07:00,8,2024,2025-04-06T07:33:19+00:00,research,38.080611,-122.956603,5,Claytonia,sibirica,,Claytonia sibirica,Candy Flower,https://www.inaturalist.org/observations/247999767,"{'x': -122.95660299999997, 'y': 38.08061100000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.95660299999997,38.08061100000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
118942966,37605841,9176,Aves,connorcochrane,2019-09-29T00:00:00+00:00,9,2019,2020-01-15T03:47:50+00:00,research,37.9960110941,-122.9790164238,8,Zonotrichia,leucophrys,,Zonotrichia leucophrys,White-crowned Sparrow,https://www.inaturalist.org/observations/37605841,"{'x': -122.97901642399995, 'y': 37.99601109400004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97901642399995,37.99601109400004,-122.90530061399994,38.027592301000055,Aves,Aves
120263871,38350097,117633,Mollusca,ocean_beach_goth,2020-02-05T14:32:42-08:00,2,2020,2020-04-10T23:27:08+00:00,research,38.01241388,-122.84935,6,Mopalia,muscosa,,Mopalia muscosa,Mossy Chiton,https://www.inaturalist.org/observations/38350097,"{'x': -122.84934999999996, 'y': 38.012413880000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84934999999996,38.012413880000054,-122.90530061399994,38.027592301000055,Polyplacophora,Polyplacophora
112584942,117532617,205330,Plantae,rdigaudio,2022-03-12T12:06:29-08:00,3,2022,2022-08-18T15:20:08+00:00,research,37.9946783333,-122.9789583333,3,Marah,fabacea,,Marah fabacea,California manroot,https://www.inaturalist.org/observations/117532617,"{'x': -122.97895833299998, 'y': 37.994678333000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97895833299998,37.994678333000024,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
118325441,246589190,41777,Mammalia,vnsankar,2024-09-28T00:00:00+00:00,9,2024,2026-05-06T20:55:12+00:00,research,37.9972965097,-122.9802540654,94,Lontra,canadensis,,Lontra canadensis,Northern River Otter,https://www.inaturalist.org/observations/246589190,"{'x': -122.98025406499994, 'y': 37.99729651000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98025406499994,37.99729651000007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
115617372,246395817,49918,Plantae,sqquidinc,2024-08-03T14:19:17-07:00,8,2024,2024-10-12T01:42:59+00:00,research,37.9954136263,-122.9794415832,480,Sisyrinchium,bellum,,Sisyrinchium bellum,western blue-eyed grass,https://www.inaturalist.org/observations/246395817,"{'x': -122.97944158299998, 'y': 37.99541362600007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97944158299998,37.99541362600007,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
119778108,160681103,53324,Plantae,katmorgan,2023-05-08T14:12:58-07:00,5,2023,2023-05-12T04:06:33+00:00,research,37.9965633333,-122.9802383333,3,Vicia,sativa,,Vicia sativa,Common Vetch,https://www.inaturalist.org/observations/160681103,"{'x': -122.98023833299999, 'y': 37.99656333300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98023833299999,37.99656333300004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
119446850,78180146,48795,Plantae,lilredhen,2021-05-09T15:05:03-07:00,5,2021,2024-08-15T11:47:53+00:00,research,37.9947033088,-122.9793946315,291,Sidalcea,malviflora,,Sidalcea malviflora,Dwarf Checkermallow,https://www.inaturalist.org/observations/78180146,"{'x': -122.97939463099999, 'y': 37.994703309000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.97939463099999,37.994703309000045,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
120264739,161626565,48795,Plantae,brighteyedjane,2023-05-13T13:36:35-07:00,5,2023,2023-09-04T17:40:19+00:00,research,37.996925,-122.981025,4,Sidalcea,malviflora,,Sidalcea malviflora,Dwarf Checkermallow,https://www.inaturalist.org/observations/161626565,"{'x': -122.98102499999999, 'y': 37.99692500000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98102499999999,37.99692500000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
119018005,160687121,50840,Plantae,bg-menloparkca,2023-05-06T09:41:57-07:00,5,2023,2023-05-09T04:29:42+00:00,research,38.0152638833,-122.8476033333,6,Calochortus,tolmiei,,Calochortus tolmiei,Tolmie's pussy ears,https://www.inaturalist.org/observations/160687121,"{'x': -122.847603333, 'y': 38.015263883000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.847603333,38.015263883000046,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
117270200,201171687,9981,Aves,datadan,2024-03-03T09:06:00-08:00,3,2024,2025-12-31T12:07:15+00:00,research,37.995176659,-122.9804318776,15,Passerculus,sandwichensis,,Passerculus sandwichensis,Savannah Sparrow,https://www.inaturalist.org/observations/201171687,"{'x': -122.98043187799999, 'y': 37.99517665900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98043187799999,37.99517665900004,-122.90530061399994,38.027592301000055,Aves,Aves
116422643,160623071,52173,Plantae,bg-menloparkca,2023-05-06T09:41:20-07:00,5,2023,2023-08-03T13:00:41+00:00,research,38.01528055,-122.8475033333,6,Ranunculus,californicus,,Ranunculus californicus,California buttercup,https://www.inaturalist.org/observations/160623071,"{'x': -122.84750333299996, 'y': 38.01528055000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84750333299996,38.01528055000006,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
121068543,161626506,71146,Plantae,brighteyedjane,2023-05-13T13:35:43-07:00,5,2023,2023-12-08T13:36:53+00:00,research,37.9971716667,-122.9814533333,4,Trifolium,wormskioldii,,Trifolium wormskioldii,coast clover,https://www.inaturalist.org/observations/161626506,"{'x': -122.98145333299999, 'y': 37.99717166700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98145333299999,37.99717166700003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
114566224,330781633,41728,Mammalia,ellakaale,2025-07-10T21:58:13-07:00,7,2025,2026-01-17T06:42:33+00:00,research,38.001608321,-122.9833513534,520,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/330781633,"{'x': -122.98335135299999, 'y': 38.00160832100005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98335135299999,38.00160832100005,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
114530527,330816638,51659,Other,mjm_oak,2025-12-14T13:55:49-08:00,12,2025,2025-12-17T17:58:45+00:00,research,38.000969445,-122.9837416667,5,Anthopleura,xanthogrammica,,Anthopleura xanthogrammica,Giant Green Anemone,https://www.inaturalist.org/observations/330816638,"{'x': -122.98374166699995, 'y': 38.00096944500007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98374166699995,38.00096944500007,-122.90530061399994,38.027592301000055,Anthozoa,Anthozoa
114364803,330816257,117633,Mollusca,mjm_oak,2025-12-14T14:14:02-08:00,12,2025,2025-12-17T17:59:41+00:00,research,38.0010138883,-122.9837716667,4,Mopalia,muscosa,,Mopalia muscosa,Mossy Chiton,https://www.inaturalist.org/observations/330816257,"{'x': -122.98377166699998, 'y': 38.001013888000045, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98377166699998,38.001013888000045,-122.90530061399994,38.027592301000055,Polyplacophora,Polyplacophora
119393770,37542627,41728,Mammalia,direbecca,2020-01-06T14:51:00-08:00,1,2020,2023-07-07T17:25:08+00:00,research,37.9977428958,-122.9825723804,8,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/37542627,"{'x': -122.98257237999997, 'y': 37.997742896000034, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98257237999997,37.997742896000034,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
120107557,119250469,52586,Plantae,katherineriddle_,2022-05-28T15:29:33-07:00,5,2022,2024-07-31T17:46:44+00:00,research,37.99535,-122.9815616667,11,Silybum,marianum,,Silybum marianum,milk thistle,https://www.inaturalist.org/observations/119250469,"{'x': -122.981561667, 'y': 37.99535000000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.981561667,37.99535000000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
119513112,246671716,41728,Mammalia,donnadugan,2019-01-17T15:33:00-08:00,1,2019,2024-10-11T16:28:57+00:00,research,37.9987475016,-122.9831672229,15,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/246671716,"{'x': -122.98316722299995, 'y': 37.99874750200007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98316722299995,37.99874750200007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
118510564,247012773,41728,Mammalia,kck83,1995-02-12T00:00:00+00:00,2,1995,2024-10-15T18:23:55+00:00,research,37.9986024827,-122.9832973993,61,Mirounga,angustirostris,,Mirounga angustirostris,Northern Elephant Seal,https://www.inaturalist.org/observations/247012773,"{'x': -122.98329739899998, 'y': 37.99860248300007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.98329739899998,37.99860248300007,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
119901912,289850205,460365,Mollusca,spasq,2025-06-15T08:27:43-07:00,6,2025,2025-07-19T06:14:59+00:00,research,38.0104179382,-122.8458786011,19,Tegula,funebralis,,Tegula funebralis,Black Tegula,https://www.inaturalist.org/observations/289850205,"{'x': -122.84587860099998, 'y': 38.010417938000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84587860099998,38.010417938000046,-122.90530061399994,38.027592301000055,Gastropoda,Gastropoda
118778850,160689033,67809,Plantae,bg-menloparkca,2023-05-06T09:53:28-07:00,5,2023,2023-08-03T12:57:38+00:00,research,38.0125916667,-122.84533,16,Castilleja,wightii,,Castilleja wightii,Wight's Paintbrush,https://www.inaturalist.org/observations/160689033,"{'x': -122.84532999999999, 'y': 38.01259166700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84532999999999,38.01259166700004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
120581725,38349748,202315,Other,ocean_beach_goth,2020-02-05T15:26:07-08:00,2,2020,2020-02-06T16:43:51+00:00,research,38.009701564,-122.8437228534,46,Romaleon,antennarium,,Romaleon antennarium,Pacific Rock Crab,https://www.inaturalist.org/observations/38349748,"{'x': -122.84372285299997, 'y': 38.00970156400007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.84372285299997,38.00970156400007,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
118147921,160758000,52720,Plantae,bg-menloparkca,2023-05-06T10:06:05-07:00,5,2023,2024-07-08T21:52:33+00:00,research,38.0102611167,-122.839395,16,Dactylis,glomerata,,Dactylis glomerata,orchard grass,https://www.inaturalist.org/observations/160758000,"{'x': -122.83939499999997, 'y': 38.01026111700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.83939499999997,38.01026111700003,-122.90530061399994,38.027592301000055,Liliopsida,Liliopsida
119546421,37905706,117674,Other,wingfooted,2020-01-23T16:28:31+00:00,1,2020,2020-05-19T21:47:30+00:00,research,37.9963726208,-122.9911684183,5005,Ligia,occidentalis,,Ligia occidentalis,Western Sea Roach,https://www.inaturalist.org/observations/37905706,"{'x': -122.99116841799997, 'y': 37.996372621000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.99116841799997,37.996372621000035,-122.90530061399994,38.027592301000055,Malacostraca,Malacostraca
119940652,160758133,57030,Plantae,bg-menloparkca,2023-05-06T10:08:52-07:00,5,2023,2023-05-15T15:45:09+00:00,research,38.0112333333,-122.8380883333,32,Equisetum,telmateia,,Equisetum telmateia,giant horsetail,https://www.inaturalist.org/observations/160758133,"{'x': -122.83808833299997, 'y': 38.011233333000064, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.83808833299997,38.011233333000064,-122.90530061399994,38.027592301000055,Polypodiopsida,Polypodiopsida
116453410,288988275,50878,Plantae,veronicagwl,2025-06-11T12:39:03-07:00,6,2025,2025-06-12T14:53:45+00:00,research,38.0045472167,-122.8330533333,3,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/288988275,"{'x': -122.83305333299995, 'y': 38.00454721700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-122.83305333299995,38.00454721700004,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
121125768,332608864,42221,Mammalia,stunfisk,2025-12-28T16:25:00-08:00,12,2025,2026-01-02T19:57:44+00:00,research,37.9970083333,-123.0085916667,18,Odocoileus,hemionus,columbianus,Odocoileus hemionus columbianus,Black-tailed Deer,https://www.inaturalist.org/observations/332608864,"{'x': -123.00859166699996, 'y': 37.99700833300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.00859166699996,37.99700833300005,-122.90530061399994,38.027592301000055,Mammalia,Mammalia
115967095,118015857,57016,Plantae,graysquirrel,2022-05-19T13:48:00-07:00,5,2022,2022-06-08T21:59:04+00:00,research,37.9971216667,-123.010145,,Crassula,connata,,Crassula connata,pygmy stonecrop,https://www.inaturalist.org/observations/118015857,"{'x': -123.01014499999997, 'y': 37.997121667000044, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01014499999997,37.997121667000044,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
116427792,118018337,51288,Plantae,graysquirrel,2022-05-19T14:01:00-07:00,5,2022,2022-05-21T23:07:44+00:00,research,37.9971866667,-123.0103316667,,Platystemon,californicus,,Platystemon californicus,creamcups,https://www.inaturalist.org/observations/118018337,"{'x': -123.01033166699995, 'y': 37.99718666700005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01033166699995,37.99718666700005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
116756909,118015810,52173,Plantae,graysquirrel,2022-05-19T13:40:00-07:00,5,2022,2024-07-22T08:29:08+00:00,research,37.9979333333,-123.01144,,Ranunculus,californicus,,Ranunculus californicus,California buttercup,https://www.inaturalist.org/observations/118015810,"{'x': -123.01144, 'y': 37.99793333300005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01144,37.99793333300005,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
116674549,118015804,71146,Plantae,graysquirrel,2022-05-19T13:39:00-07:00,5,2022,2026-04-14T11:58:25+00:00,research,37.9979366667,-123.011455,,Trifolium,wormskioldii,,Trifolium wormskioldii,coast clover,https://www.inaturalist.org/observations/118015804,"{'x': -123.01145499999996, 'y': 37.99793666700003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01145499999996,37.99793666700003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
114506341,245019105,50878,Plantae,lscott356,2024-09-26T14:13:29-07:00,9,2024,2024-10-03T14:59:43+00:00,research,37.997894,-123.012501,,Erigeron,glaucus,,Erigeron glaucus,seaside daisy,https://www.inaturalist.org/observations/245019105,"{'x': -123.01250099999999, 'y': 37.99789400000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01250099999999,37.99789400000003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
118930097,160680340,50647,Plantae,katmorgan,2023-05-08T15:13:38-07:00,5,2023,2023-05-17T08:45:27+00:00,research,37.9984133333,-123.01296945,3,Nemophila,menziesii,atomaria,Nemophila menziesii atomaria,white baby blue eyes,https://www.inaturalist.org/observations/160680340,"{'x': -123.01296944999996, 'y': 37.99841333300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01296944999996,37.99841333300003,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
115887143,77713199,55294,Plantae,morganstickrod,2021-05-06T16:46:00-07:00,5,2021,2025-02-03T19:05:50+00:00,research,37.9986638889,-123.0131527778,6,Cirsium,andrewsii,,Cirsium andrewsii,Franciscan thistle,https://www.inaturalist.org/observations/77713199,"{'x': -123.01315277799995, 'y': 37.998663889000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}",-123.01315277799995,37.998663889000056,-122.90530061399994,38.027592301000055,Magnoliopsida,Magnoliopsida
